fact,year,date,source
"1919: Eichenfeld massacre: Members of the Revolutionary Insurgent Army of Ukraine murder 136 Mennonite colonists at Jaskyowo, initiating a series of massacres that resulted in the deaths of 827 Ukrainian Mennonites.",1919,11/8,wikipedia/muffinlabs
"1932: Franklin D. Roosevelt is elected as the 32nd President of the United States, defeating incumbent president Herbert Hoover.",1932,11/8,wikipedia/muffinlabs
"1933: Great Depression: New Deal: US President Franklin D. Roosevelt unveils the Civil Works Administration, an organization designed to create jobs for more than four million unemployed.",1933,11/8,wikipedia/muffinlabs
"1936: Spanish Civil War: Francoist troops fail in their effort to capture Madrid, but begin the three-year Siege of Madrid afterwards.",1936,11/8,wikipedia/muffinlabs
"1950: Korean War: United States Air Force Lt. Russell J. Brown, while piloting an F-80 Shooting Star, shoots down two North Korean MiG-15s in the first jet aircraft-to-jet aircraft dogfight in history.",1950,11/8,wikipedia/muffinlabs
"1960: John F. Kennedy is elected as the 35th President of the United States, defeating incumbent Vice President Richard Nixon, who would later be elected president in 1968  and 1972.",1960,11/8,wikipedia/muffinlabs
"1965: The British Indian Ocean Territory is created, consisting of Chagos Archipelago, Aldabra, Farquhar and Des Roches islands.",1965,11/8,wikipedia/muffinlabs
"1965: The Murder (Abolition of Death Penalty) Act 1965 is given Royal Assent, formally abolishing the death penalty in the United Kingdom for almost all crimes.",1965,11/8,wikipedia/muffinlabs
"1965: The 173rd Airborne is ambushed by over 1,200 Viet Cong in Operation Hump during the Vietnam War, while the 1st Battalion, Royal Australian Regiment fight one of the first set-piece engagements of the war between Australian forces and the Viet Cong at the Battle of Gang Toi.",1965,11/8,wikipedia/muffinlabs
"1965: American Airlines Flight 383 crashes in Constance, Kentucky, killing 58.",1965,11/8,wikipedia/muffinlabs
1966: Former Massachusetts Attorney General Edward Brooke becomes the first African American elected to the United States Senate since Reconstruction.,1966,11/8,wikipedia/muffinlabs
1966: U.S. President Lyndon B. Johnson signs into law an antitrust exemption allowing the National Football League to merge with the upstart American Football League.,1966,11/8,wikipedia/muffinlabs
1972: American pay television network Home Box Office (HBO) launches.,1972,11/8,wikipedia/muffinlabs
1988: U.S. Vice President George H. W. Bush is elected as the 41st president.,1988,11/8,wikipedia/muffinlabs
"1994: Republican Revolution: On the night of the 1994 United States midterm elections, Republicans make historic electoral gains by securing massive majorities in both houses of Congress (54 seats in the House and eight seats in the Senate, additionally), thus bringing to a close four decades of Democratic domination.",1994,11/8,wikipedia/muffinlabs
"1999: Bruce Miller is killed at his junkyard near Flint, Michigan. His wife Sharee Miller, who convinced her online lover Jerry Cassaday to kill him (before later killing himself) was convicted of the crime, in what became the world's first Internet murder.",1999,11/8,wikipedia/muffinlabs
"2004: Iraq War: More than 10,000 U.S. troops and a small number of Iraqi army units participate in a siege on the insurgent stronghold of Fallujah.",2004,11/8,wikipedia/muffinlabs
2016: Indian Prime Minister Narendra Modi publicly announces the withdrawal of ₹500 and ₹1000 denomination banknotes.,2016,11/8,wikipedia/muffinlabs
"2016: Donald Trump is elected the 45th President of the United States, defeating Hillary Clinton, the first woman ever to receive a major party's nomination.",2016,11/8,wikipedia/muffinlabs
2017: The Louvre Abu Dhabi was inaugurated by the French president Emmanuel Macron and then-crown prince of Abu Dhabi Mohamed bin Zayed Al Nahyan.,2017,11/8,wikipedia/muffinlabs
"694: At the Seventeenth Council of Toledo, Egica, a king of the Visigoths of Hispania, accuses Jews of aiding Muslims, sentencing all Jews to slavery.",694,11/9,wikipedia/muffinlabs
1372: Trần Duệ Tông succeeds his brother Trần Nghệ Tông as King of Vietnam.,1372,11/9,wikipedia/muffinlabs
1780: American Revolutionary War: In the Battle of Fishdam Ford a force of British and Loyalist troops fail in a surprise attack against the South Carolina Patriot militia under Brigadier General Thomas Sumter.,1780,11/9,wikipedia/muffinlabs
"1851: Kentucky marshals abduct abolitionist minister Calvin Fairbank from Jeffersonville, Indiana, and take him to Kentucky to stand trial for helping a slave escape.",1851,11/9,wikipedia/muffinlabs
"1862: American Civil War: Union General Ambrose Burnside assumes command of the Army of the Potomac, after George B. McClellan is removed.",1862,11/9,wikipedia/muffinlabs
1872: The Great Boston Fire of 1872.,1872,11/9,wikipedia/muffinlabs
"1887: The United States receives rights to Pearl Harbor, Hawaii.",1887,11/9,wikipedia/muffinlabs
"1906: Theodore Roosevelt is the first sitting President of the United States to make an official trip outside the country, doing so to inspect progress on the Panama Canal.",1906,11/9,wikipedia/muffinlabs
1917: The Balfour Declaration is published in The Times newspaper.,1917,11/9,wikipedia/muffinlabs
"1935: The Committee for Industrial Organization, the precursor to the Congress of Industrial Organizations, is founded in Atlantic City, New Jersey, by eight trade unions belonging to the American Federation of Labor.",1935,11/9,wikipedia/muffinlabs
"1936: American fashion designer Ruth Harkness seeks and captures a nine-week-old panda cub in Sichuan; named Su Lin, he becomes the first live giant panda to enter the United States.",1936,11/9,wikipedia/muffinlabs
"1943: An agreement for the founding of the United Nations Relief and Rehabilitation Administration is signed by 44 countries in the White House, Washington, D.C.",1943,11/9,wikipedia/muffinlabs
1953: Cambodia gains independence from France.,1953,11/9,wikipedia/muffinlabs
"1960: Robert McNamara is named president of the Ford Motor Company, becoming the first non-Ford family member to serve in that post. He resigns a month later to join the newly elected John F. Kennedy administration.",1960,11/9,wikipedia/muffinlabs
1965: Several U.S. states and parts of Canada are hit by a series of blackouts lasting up to 13 hours in the Northeast blackout of 1965.,1965,11/9,wikipedia/muffinlabs
"1965: A Catholic Worker Movement member, Roger Allen LaPorte, protesting against the Vietnam War, sets himself on fire in front of the United Nations building.",1965,11/9,wikipedia/muffinlabs
"1967: Apollo program: NASA launches the unmanned Apollo 4 test spacecraft, atop the first Saturn V rocket, from Florida's Cape Kennedy.",1967,11/9,wikipedia/muffinlabs
1970: Vietnam War: The Supreme Court of the United States votes 6-3 against hearing a case to allow Massachusetts to enforce its law granting residents the right to refuse military service in an undeclared war.,1970,11/9,wikipedia/muffinlabs
"1971: American banker John List murdered his wife, mother, and three children with a pair of handguns.",1971,11/9,wikipedia/muffinlabs
"1979: Cold War: Nuclear false alarm: The NORAD computers and the Alternate National Military Command Center in Fort Ritchie, Maryland, detect a purported massive Soviet nuclear strike. After reviewing the raw data from satellites and checking the early-warning radars, the alert is cancelled.",1979,11/9,wikipedia/muffinlabs
"1989: Cold War: Fall of the Berlin Wall: East Germany opens checkpoints in the Berlin Wall, allowing its citizens to travel to West Berlin.",1989,11/9,wikipedia/muffinlabs
"1998: A U.S. federal judge, in the largest civil settlement in American history, orders 37 U.S. brokerage houses to pay US$1.03 billion to cheated NASDAQ investors to compensate for price fixing.",1998,11/9,wikipedia/muffinlabs
2011: The first national test of the Emergency Alert System is activated in the United States at 2:00 p.m. EST.,2011,11/9,wikipedia/muffinlabs
2023: U.S. surgeons at NYU Langone Health announce the world's first whole eye transplant.,2023,11/9,wikipedia/muffinlabs
"1766: The last colonial governor of New Jersey, William Franklin, signs the charter of Queen's College (later renamed Rutgers University).",1766,11/10,wikipedia/muffinlabs
1775: The United States Marine Corps is founded at Tun Tavern in Philadelphia by Samuel Nicholas.,1775,11/10,wikipedia/muffinlabs
"1821: Cry of Independence by Rufina Alfaro at La Villa de Los Santos, Panama setting into motion a revolt which led to Panama's independence from Spain and to it immediately becoming part of Colombia.",1821,11/10,wikipedia/muffinlabs
"1865: Major Henry Wirz, the superintendent of a prison camp in Andersonville, Georgia, is hanged, becoming one of only three American Civil War soldiers executed for war crimes.",1865,11/10,wikipedia/muffinlabs
"1898: White supremacists seized power and massacred black Americans during the Wilmington massacre, the only instance of a municipal government being overthrown in United States history.",1898,11/10,wikipedia/muffinlabs
"1918: The Western Union Cable Office in North Sydney, Nova Scotia, receives a top-secret coded message from Europe (that would be sent to Ottawa and Washington, D.C.) that said on November 11, 1918, all fighting would cease on land, sea and in the air.",1918,11/10,wikipedia/muffinlabs
"1945: Heavy fighting in Surabaya between Indonesian nationalists and returning colonialists after World War II, today celebrated as Heroes' Day (Hari Pahlawan).",1945,11/10,wikipedia/muffinlabs
"1951: With the rollout of the North American Numbering Plan, direct-dial coast-to-coast telephone service begins in the United States.",1951,11/10,wikipedia/muffinlabs
"1954: U.S. President Dwight D. Eisenhower dedicates the USMC War Memorial (Iwo Jima memorial) in Arlington Ridge Park in Arlington County, Virginia.",1954,11/10,wikipedia/muffinlabs
1958: The Hope Diamond is donated to the Smithsonian Institution by New York diamond merchant Harry Winston.,1958,11/10,wikipedia/muffinlabs
"1967: The Nauru Independence Act 1967 passed the Parliament of Australia, giving independence to the UN Trust Territory of Nauru with effect from 31 January 1968.",1967,11/10,wikipedia/muffinlabs
1969: National Educational Television (the predecessor to the Public Broadcasting Service) in the United States debuts Sesame Street.,1969,11/10,wikipedia/muffinlabs
"1970: Vietnam War: Vietnamization: For the first time in five years, an entire week ends with no reports of American combat fatalities in Southeast Asia.",1970,11/10,wikipedia/muffinlabs
"1971: A Merpati Nusantara Airlines Vickers Viscount crashes into the Indian Ocean near Padang, West Sumatra, Indonesia, killing all 69 people on board.",1971,11/10,wikipedia/muffinlabs
"2002: Veteran's Day Weekend Tornado Outbreak: A tornado outbreak stretching from Northern Ohio to the Gulf Coast, one of the largest outbreaks recorded in November.",2002,11/10,wikipedia/muffinlabs
"2006: The National Museum of the Marine Corps in Quantico, Virginia is opened and dedicated by U.S. President George W. Bush, who announces that Marine Corporal Jason Dunham will posthumously receive the Medal of Honor.",2006,11/10,wikipedia/muffinlabs
